ime,vrsta,poglavja,datum
Listen Attentively,Manhua,81.0,2023
Zhen Zhen Nan Wei (Colored),Manhua,55.0,2023
Charm of Soul Pet,Manhua,69.1,2023
"Honzuki no Gekokujou - My Condolences, Adolphine (Doujinshi)",Doujinshi,0.0,2023
Metempsychosis Record,Manhua,177.0,2023
Becoming the (Temporary) Bride of a Death Princess,Manga,1.0,2023
Lovely Ugly,Manhwa,109.0,2023
"I""m a Monster (Colored)",Manhua,27.0,2023
I Slept with My Favorite Son,Manga,5.0,2023
Isekai Izakaya &quot;Gen&quot;,Manga,54.5,2023
Moto Shogun no Undead Knight,Manga,23.0,2023
"The Skull Dragon""s Precious Daughter",Manga,18.5,2023
Honzuki no Gekokujou - Fanatics Times Two (Doujinshi) (Colored),Doujinshi,0.0,2023
"Kabukicho no Joou Aina, Kyuukyoku no Sekkyaku Skill de Isekai no Ou ni Naru.",Manga,1.0,2023
The 10 Years I loved you the most (Colored),Manhua,71.0,2023
Dok Meongneun Healer,Manhwa,50.0,2023
"Honzuki no Gekokujou - Alas, she""s from Dunkelfelger (Colored)",Doujinshi,0.0,2023
Ohitoyoshi Shokunin no Burari Isekai Tabi,Manga,6.0,2023
Wo De Bu Kaikou Shaonv,Manhua,1.0,2023
Ai no Shoudo,One_shot,0.0,2023
A Hug Too Warm,Manga,0.0,2023
Cheolsu Saves the World,Manhwa,69.0,2023
Persona 3 The Movie Dengeki Comic Anthology,Manga,13.0,2023
My Boyfriend Wants a Hamburger More Than Sex,One_shot,0.0,2023
Oyama! Kikunosuke-san,Manga,18.0,2023
Cinderella Closet,Manga,8.0,2023
"Neko, Hajimemashita: Nyantomo Ki ni Naru Nyao",Manga,25.2,2023
"Kakushigoto: My Dad""s Secret Ambition",Manga,80.0,2023
Me! The NPC of the Novice Village,Manhua,7.5,2023
Becoming Immortal,Manhua,82.0,2023
Toono Fuufu to Shikyuu kara kita Otoko,Manga,6.0,2023
Phantom of the Idol,Manga,40.2,2023
Tamamori Buchou no Mousou wa Tomaranai,Manga,1.0,2023
Wo Kun Zai Zhe Yi Tian Yi San Qian Nian (Colored),Manhua,64.0,2023
Happy Harem Making with the Mightiest Orc!,Manga,112.0,2023
Dedicated to the Arrogant You,Manhwa,17.0,2023
Chikyuu Houchou,Manga,12.0,2023
Strange Daydreams of a Charming Girl,Manga,18.0,2023
Naname ni Nanami-chan,Manga,32.0,2023
Mamoribito,Manga,6.0,2023
Huangtian Zhizun,Manhua,80.0,2023
Y-da no Densetsu,Manga,30.0,2023
The Supreme Crazy Son-in-Law,Manhua,35.0,2023
Genjuu no Seiza - Seijuu Hen,Manga,18.5,2023
Love Live! Superstar!! #12,Manga,2.0,2023
"TS Akuyaku Reijou Kamisama Tensei Zen""nin Tsuihou Haishin RTA - Kiraware Tsuihou End o Mezashiteru no ni Saikyou Musou Road kara Orirarenai",Manga,3.2,2023
Yabun ni Kyuuketsu Shitsureishimasu.,Manga,7.0,2023
Pieta to Toranji,Manga,3.0,2023
Android wa Jiraikei no Yume wo Miru.,Manga,1.0,2023
Summertime Rendering,Manga,139.0,2023
"[Shuufuku] Sukiru ga Bannou Chiito-ka Shitanode, Buki-ya demo Hirakou ka to Omoimasu",Manga,24.0,2023
Fairy Tail: City Hero,Manga,45.5,2023
"I""m Berserk to Upgrade",Manhua,70.0,2023
Unigon,One_shot,0.0,2023
Josou Cosplayer &amp; Younger Brother,Manga,12.3,2023
Rebirth of the Emperor in the Reverse World,Manhua,42.0,2023
The king Is Back,Manhua,53.0,2023
Kamatte Shinsotsu-chan ga Maikai Sasottekuru,Manga,9.0,2023
Warble,Manhwa,116.0,2023
The God Devourer (Colored),Manhua,221.0,2023
The goddess is giving her all,One_shot,0.0,2023
Love-Kyo - My Private Tutor is Too *** for Me to Study,Manga,24.5,2023
"I Didn""t Know That The Demon Queen Was My Type!!",Manga,1.0,2023
The Story Of A Girl Who Always Uses Wired Earphones,One_shot,0.0,2023
"Bocchi the Rock! - Kita, Guitar, Kizuita? (Doujinshi)",Doujinshi,0.0,2023
Aoi-kun ♀ Is So Handsome That It Hurts,Manga,2.0,2023
Ascendance of a Bookworm - Mother and Daughter,One_shot,0.0,2023
My Own Contract Angel,Manhwa,26.0,2023
Irresistible Mistakes,Manga,16.5,2023
ASHIDAKA: The Iron Hero,Manga,19.0,2023
Taekwondo Kid,Manhwa,98.0,2023
Daytime Star,Manhwa,77.0,2023
Bocchi The Rock! - I Will Always Be Waiting For You,Doujinshi,0.0,2023
Long Way Home,One_shot,0.0,2023
Bocchi the Rock! - Gimme Everything! (Doujinshi),Doujinshi,0.0,2023
Youth (hyoming),Manhwa,50.0,2023
Rock with Maids!,One_shot,0.0,2023
I.M. (Colored),Doujinshi,39.0,2023
Stop This Marriage,Manhwa,7.0,2023
Sounds Like Roses,Manhwa,25.0,2023
Gannibal,Manga,21.0,2023
Perfect Propose,Manga,6.5,2023
"Hide Well, Show XX to Me",Manhwa,4.0,2023
Kishuku Gakkou no Juliet - The Official Anthology,Manga,28.5,2023
Witch and Cat,Manga,5.7,2023
Koi yori Aoku,One_shot,4.0,2023
The Legend of Momotaro who Begins from Onigashima,One_shot,0.0,2023
Galge no Sekai de Shinyuu ♂ ga Ore o Sukida to Iidashite!?,Manga,5.0,2023
Minato Shouji Coin Laundry,Manga,15.0,2023
The One Without an Umbrella,One_shot,0.0,2023
I Get Stronger the More I Eat,Manhwa,100.0,2023
Extreme Urameshiya,Manga,0.0,2023
Until Your Bones Rot,Manga,94.5,2023
The Maid I Recently Hired is Mysterious,Manga,55.5,2023
Fuminshou,Manga,0.0,2023
Selected for the 1st Chougakuryoku Award Scenario Category,One_shot,0.0,2023
"Kogoeda-san, Gyaru ni Naru",One_shot,0.0,2023
We are the glorious Bomb Disposal Team (and eye drops).,One_shot,0.0,2023
Yu-Gi-Oh! Arc-V,Manga,45.3,2023
Moon Worm,Manhua,22.0,2023
"Kougekiryoku Kyokuburi no Saikyou Majutsushi: Kinryokuchi 9999 no Daikenshi, Tensei shite Nidome no Jinsei wo Ayumu",Manga,12.0,2023
Bad Girl,Manhua,142.0,2023
"Dekiai Sasete Kudasai, Yuuryou de",Manga,2.0,2023
Noss &amp; Zakuro,Manga,2.0,2023
"You""re the One Who Taught Me (Colored)",Manga,0.0,2023
"Reincarnate This Time, Could I Build A Better Country",Manga,24.0,2023
X-Ray Vision,Manhua,316.0,2023
"The Villainess""s Days are Numbered!",Manhwa,110.0,2023
Magical Girl Spec-Ops Asuka,Manga,62.5,2023
Ore ni wa Zenbu Kikoeteru!,Manga,3.2,2023
"Just Something I""ve Heard",Manhwa,45.0,2023
Gekka no hajimari,Manga,36.0,2023
Fairy Tail: Twin Dragons of Saber Tooth,Manga,51.0,2023
Fairy Tale Battle Royale,Manga,17.0,2023
The Density of a Ghost,Doujinshi,0.0,2023
Hetalia - Gospel According To I (Doujinshi),Doujinshi,1.0,2023
Hetalia - Dj Oneshots by Mijiokane,Doujinshi,19.0,2023
San Yue San -March-,Manhua,3.0,2023
Hetalia - The Day I First Killed You (Doujinshi),Doujinshi,0.0,2023
Hetalia - Dj Oneshots by Kobu,Doujinshi,7.0,2023
Hetalia - Your Cold Room (Doujinshi),Doujinshi,0.0,2023
Hetalia - Dj Oneshots by Eiku,Doujinshi,8.0,2023
Hetalia - Impermanence (Doujinshi),Doujinshi,0.0,2023
Hetalia - Dj Oneshots by Tokino,Doujinshi,9.0,2023
"Hetalia - L""Heure Bleue Continues Encoure (Doujinshi)",Doujinshi,0.0,2023
Bandit King,Manhwa,40.0,2023
Gama no Chi,Manga,6.0,2023
Tonari no Hachuurui-kun,Manga,4.0,2023
Returned as an FFF-Class Witch Doctor,Manhwa,31.0,2023
Pride Goes Before a Fall,Manhwa,5.0,2023
Kinemaquia,Manga,11.0,2023
"Futago, Futagokoro.",Manga,13.0,2023
"I Became the Obsessive Villain""s Babysitter",Manhwa,12.0,2023
"I Am the Main Characters"" Child",Manhwa,50.0,2023
Touhou - Decaying Utopia,Doujinshi,0.0,2023
Sierra on Strike!,Manhwa,48.0,2023
The Child,Manhwa,5.0,2023
Childhood Friend I dated at the 10th Confession (Colored),Manga,1.0,2023
Childhood friend dating at the 10th confession (Colored),Manga,10.0,2023
Hetalia - A Cold Cradle,Doujinshi,0.0,2023
Hetalia - Edible Aftermath,Doujinshi,0.0,2023
Hetalia - Hey! Tolys!,Doujinshi,0.0,2023
Hetalia - Russia Is Dead,Doujinshi,0.0,2023
See You Tomorrow,One_shot,0.0,2023
Hetalia - Dj Oneshots By Um (Colored),Doujinshi,1.0,2023
Top-Class Plaything,Manhua,83.0,2023
How to End an Unrequited Love,Manhwa,38.5,2023
"The Duchess""s Contract Marriage",Manhwa,57.0,2023
Onii-chan to Mitsugo no Imouto-tachi,Manga,18.0,2023
The Reason Why The Twin Lady Crossdresses,Manhwa,1.0,2023
Shuffle (KIM YouBi),Manhwa,71.0,2023
"Meika-San Can""t Conceal Her Emotions",Manga,153.2,2023
Daughter of a Thousand Faces,Manhwa,26.0,2023
AI no Idenshi,Manga,9.0,2023
My Genderswapped Friend is Driving Me Crazy,One_shot,2.0,2023
Uchi no Pi-chan,One_shot,0.0,2023
"The Ultimate Weapon of the Kingdom, He Went to the Knight Academy as an Inferior Student.",Manga,7.0,2023
Okibako!!,Manga,0.0,2023
Cruise,Manhwa,23.0,2023
Romantic Captain Darling,Manhwa,17.0,2023
"Papa, Uwaki shiteru yo? Musume to Futari de Kuzu Otto wo Sutemasu",Manga,10.2,2023
Haishinsha to Kekkon suru no wa Yameta Hou ga Ii,Manga,8.0,2023
レンタルキラー,One_shot,0.0,2023
Two Weeks and Counting,Manhwa,20.0,2023
"Man""s Best Boyfriend",Manhwa,46.0,2023
Dungeon Majesty,Manhwa,150.0,2023
Sakura no Sekai,Manga,7.0,2023
Tiger &amp; Dragon,Manga,25.0,2023
Urushi Uruhashi,Manga,2.0,2023
Tensai Saijaku Mamonotsukai ha Kikan Shitai ~Saikyou no Juusha to Hikihanasarete Mishiranu Chi ni Tobasaremashita.~,Manga,5.0,2023
Shijuu Kara,Manga,56.0,2023
Logging in as a Monster,Manhwa,21.0,2023
Two Sides of the Princess,Manhwa,92.0,2023
Tensei Shoujo no Rirekisho,Manga,1.0,2023
Weather Child,Manga,53.0,2023
Designs,Manga,23.0,2023
Kiyosumi Mashiro no Dai Bouken,Manga,7.0,2023
Lady &amp; Oldman,Manga,45.2,2023
I Spread Immortality All Over the World,Manhua,20.0,2023
Raba the Mules,Manga,1.0,2023
Galewind Murim Tales,Manhwa,2.0,2023
Kisaragi-san wa Gankoukeikei,Manga,17.5,2023
"A Morning Kiss at Tiffany""s",Manhwa,45.0,2023
The Many Seasons of Food,Manhwa,18.0,2023
Doukyonin (♂) ga Succubus ni Nacchatta Hanashi,Manga,4.0,2023
Romantic Killer (Colored),Manga,38.5,2023
Zannen Majo MajiChemi SANA,Manga,4.0,2023
The Transcendent One-Sided Love of Yoshida the Catch,Manga,8.0,2023
Hypnosis Mic - Know Thyself &amp; Know No Other (Doujinshi),Doujinshi,0.0,2023
A Royal Princess with Black Hair,Manhwa,107.0,2023
Lullaby (Onodera Kokoro),One_shot,0.0,2023
Getting Away From the Hunter,Manhwa,4.0,2023
"Maou wo Taoshita Ore ni Matteita no wa, Sewazuki na Yome to no Ichaicha Renkin Seikatsu datta.",Manga,2.0,2023
Hataraku Saibou Illegal,Manga,4.0,2023
Shikido,One_shot,0.0,2023
"I""m More Dangerous Than You",Manhua,80.0,2023
Enzai de Shikei ni Sareta Otoko wa [Ryakudatsu] no Skill wo ete Yomigaeri Fukushuu wo Oukasuru @COMIC,Manga,1.0,2023
Shenming Shidai: Shijie Bian Chengle Wangyou,Manhua,22.5,2023
Dororo Re:Verse,Manhwa,32.0,2023
Night of Shadows,Manhwa,49.0,2023
Welcome to Cafe Schrödinger,Manhua,51.0,2023
Ssinaeri,Manhwa,3.0,2023
"My Sister""s Happy Ending",Manhwa,33.0,2023
How Long until We Get Married?,Manga,9.0,2023
Omorashi Switch - Joushi no Ecchi na Omocha Shidou ga Kimochiyo Sugite Tsurai!!,Manga,10.0,2023
Aashi to Watashi - Gal Yuri Anthology,Manga,5.0,2023
"The Goddess""s Guide to Farming",Manhwa,16.0,2023
Am I Your Daughter?,Manhwa,106.0,2023
Seasons of Blossom,Manhwa,130.0,2023
"Sono Munou, Jitsuha Sekai Saikyou No Mahoutsukai",Manga,17.0,2023
Bad Girl-Exorcist Reina,Manga,72.0,2023
Destroy Everything,Manga,18.0,2023
Pendant of the Nymph,Manhwa,195.0,2023
Burn,Manhua,5.0,2023
Turning,Manhwa,2.0,2023
How to Survive as a Player,Manhwa,2.0,2023
The Great War of Archimedes,Manga,366.0,2023
Living Life Over (Colored),Manhua,35.0,2023
A Certain Yankee Valentine,Manga,0.0,2023
"Azure Night, Waltz of Rapture",Manhwa,25.0,2023
Badass Babe! Sex &amp; Fury &amp; Other Stories,Manga,4.0,2023
Resigning as the Villainess,Manhwa,72.0,2023
Wu Zhi Pingding Xuezu Shashou De Modao Zhanzheng,Manhua,15.5,2023
Wo Daodi Shi Bushi Ren.[Zhibo],Manhua,12.5,2023
"Because I Don""t Like to Be Annoyed, so I Added All Agility Attribute",Manhua,56.5,2023
The World of Online Games Is Unparalleled,Manhua,11.5,2023
Taming My Boss,Manhwa,18.0,2023
Bakemono ni Kakawatte Shimatta,One_shot,0.0,2023
Usotsuki Yuriko no Eikou,Manga,1.1,2023
Saved by redemption,One_shot,0.0,2023
Loaf App,Manhwa,48.0,2023
Lost Princess,Manhwa,115.0,2023
Color of Silence,Manhua,40.0,2023
Kitchen Goddess and the Assassin (Colored),Manhua,120.0,2023
Marionette (Cereal),Manhwa,2.0,2023
Finding My Place,Manhwa,70.0,2023
Long After the Ending,Manhwa,60.0,2023
The Newlywed Diary of a Witch and a Dragon,Manhwa,127.0,2023
Rewriting the Villainess,Manhwa,63.0,2023
The Dog Diaries,Manhwa,107.0,2023
Zhege Yongzhe Shi Jinqian Zhishang Zhuyi Zhe,Manhua,11.0,2023
The Great Journey of Teenagers: Folly of Youths Arc,Manhua,0.0,2023
Noi (Manta),Manhwa,34.0,2023
Inkling Alice,Manga,9.0,2023
When We Acquainted,Manhwa,3.0,2023
"A Mismatched, Complicated Love (Colored)",Manga,169.0,2023
My Badass CEO Daddy (Colored),Manhua,310.0,2023
Female Boss And Female Employee Working Overtime (Colored),Manga,0.0,2023
Ane ga Kensei de Imouto ga Kenja de (Colored),Manga,12.0,2023
Ane ga Kensei de Imouto ga Kenja de,Manga,23.0,2023
"I""m From Alien Space",Manhua,8.0,2023
Level Up In Mirror (Colored),Manhua,53.0,2023
"Son of the Earth""s Core",Manhua,29.0,2023
Doomsday Summoning Frenzy,Manhua,23.5,2023
Yuwakashi Yuusha no Fukushuutan,Manga,21.0,2023
Amae-jouzu na Onee-chan to sono Geboku,Manga,8.0,2023
"Black Dragon""s Choice",Manhwa,82.0,2023
Piggy duke want to say love to you,Manga,46.0,2023
Saha (Gye Piya),Manhwa,5.0,2023
Call Girl in Another World,Manga,55.5,2023
Triage X: Comic Anthology Tribute X,Manga,19.0,2023
Oishii Kouhii no Irekata (Colored),Manga,82.0,2023
LAND ESCAPE (Nishimura Ryuu),One_shot,0.0,2023
Osananajimi ni Kisu shichatta Hanashi,One_shot,0.0,2023
Shioichi-san the Female Mosquito,One_shot,0.0,2023
The Professor Who Reads Love Stories,Manhwa,52.2,2023
Faking It In Style,Manhwa,117.0,2023
The Crownless Queen,Manhwa,37.0,2023
Sunshine Shower,Manhwa,2.0,2023
Yankee Akuyaku Reijou: Tensei Tenka Yuiga Dokuson,Manga,6.0,2023
Heart Crush,Manhwa,81.0,2023
"Stealing the Lady""s Heart",Manhwa,60.0,2023
"I""m a Prisoner in the Demon World",Manhua,28.0,2023
Ore wa Inu Dewa Arimasen!,Manga,35.0,2023
Naka no Warui Iinazuke no Hanashi,Manga,37.5,2023
The Reborn Super Doctor,Manhua,161.0,2023
Yūtōsei kappuru no himitsu,One_shot,0.0,2023
The Adorable Princess of Doom,Manhwa,95.0,2023
Peony Elegy: No return,Manhwa,27.0,2023
The Odd One Next Door,Manhwa,54.0,2023
Pear Blossom Love,Manhwa,8.0,2023
My Boss Is My Ex,Manhwa,41.0,2023
After School Special Supplementary Class,Manhwa,5.0,2023
Mangaka-sensei to Zashiki Warashi,Manga,30.0,2023
Imouto-tachi ga Watashi no Koto wo Sukisugiru!,Manga,3.0,2023
Studies With a Crush (Colored),Manga,30.0,2023
A Story where a Mysterious Picture Book Uma Musume Author Calls Out to Me,Doujinshi,15.0,2023
Mirror Authority,Manhua,3.0,2023
Bright Stars: Pick a Boss to Be a Husband,Manhua,135.0,2023
Kenja no Mago: Extra Story,Manga,10.0,2023
Ii Ko ni Dekitara Homete Kure,Manga,5.5,2023
Shinmai Yuusha no Oshinagaki: Nogi Wakaba wa Yuusha de Aru Spin-out 4-koma kara,Manga,11.7,2023
Ship of Theseus,Manga,89.0,2023
The Last Train,Manga,8.0,2023
Zombi-kei Osananajimi-chan ni Mama no Jikkan wo Oshieru Hanashi,Manga,1.5,2023
"Paljae, Child of Winter",Manhwa,66.0,2023
2Gether: The Series,Manhwa,75.0,2023
Spy Game A.D. 1600,Manga,4.0,2023
Totsuzen Nantonaku Tonari no Seki no Dōryō to Kisu Shitaku Narimashita,Manga,2.5,2023
Rhapsody in Red,Manga,1.2,2023
Blue Giant Explorer,Manga,64.2,2023
Coin Revenge,Manhwa,10.0,2023
Good Hunting,Manhwa,8.0,2023
Revenge with the Demon King,Manhua,112.0,2023
Will You Be My Male Lead?,Manhwa,60.0,2023
Brave Girls Are Here to Help,Manhwa,15.0,2023
Coffee and Cat,Manga,19.0,2023
Skid Mark,Manhwa,7.0,2023
Blue Giant Supreme,Manga,88.2,2023
The Veranda Is Impregnable La Franca,Manga,8.0,2023
The Return of the Superhero (Colored),Manhua,452.0,2023
Daily life with Blue-eyed Senpai (Colored),Manga,4.0,2023
The Sky of Etten,Manga,3.0,2023
That Time I Got Reincarnated as a Slime: The Ways of the Monster Nation,Manga,49.0,2023
"Mushoku no Saikyou Kenja - Job ga Erarezu Tsuihousareta ga, Game no Chishiki de Isekai Saikyou",Manga,8.0,2023
Attack&amp;Attack,Manhwa,1.0,2023
Revenge is Best Served Cold,Manhua,21.0,2023
Doll-Kara,Manga,53.0,2023
Jiu Zhou Xian Mo Zhi,Manhua,4.0,2023
Dear Boys - Shonan Dai Sagami Special Selection,Manga,36.0,2023
Ginka &amp; Glüna,Manga,29.0,2023
Moebana,Manga,28.8,2023
I wanted to dream,One_shot,0.0,2023
Ubu na Joshu to Hakase,Manga,7.0,2023
Nidome no Jinsei wo Isekai de,Manga,49.3,2023
Ghost Stories Game,Manhwa,3.0,2023
"Hakyoku Yotei no Akujo no Hazu ga, Reitetsu Koushaku-sama ga Wakaretekuremasen!",Manga,1.1,2023
Tenshi to Succubus ga Irekawaru Hanashi,One_shot,3.0,2023
Evil Museum (Colored),Manhua,83.0,2023
Touhou - Clownpiece and Maple Syrup,Doujinshi,0.0,2023
Spoiled Medical Princess: The  Legend of Alkaid,Manhua,109.0,2023
Sewayaki Mafia to Hakkou Shoujo,Manga,1.0,2023
More than Brothers,Manhua,57.0,2023
"So You""re Raising a Warrior",Manhwa,93.0,2023
Aideen,Manhwa,40.0,2023
Kukurihime,Manga,0.0,2023
The Goddess in Tokiwa Bowl,Manga,15.0,2023
The Case Files of Jeweler Richard,Manga,22.0,2023
Elden Ring - The Solitary Elden Ring,Doujinshi,0.0,2023
30 Sicks in a Shared Residence,Manga,7.0,2023
The Story About Me Wanting To Be A Girl (Doujinshi),One_shot,0.0,2023
Give the Harem to the Villainess (Colored),Doujinshi,52.0,2023
"My Boss Won""t Stop Loving Me",Manhua,121.0,2023
"Man""s House Mansim",Manhwa,24.0,2023
The Day an Asteroid Fell Into School,Manhwa,40.0,2023
Poisonous Witch Doctor,Manhua,130.0,2023
Otaku the Loser,Manhua,7.5,2023
Dark Hero,Manhua,30.2,2023
"Demons"" Crest (Colored)",Manga,31.0,2023
Greatest Boss System,Manhua,144.0,2023
Trash Omega,Manhwa,1.0,2023
Pervert For Me,Manhwa,17.0,2023
"Enma""s Holiday",Manga,1.0,2023
World End Economica,Manga,8.0,2023
Daddy From Hell (Colored),Manhua,204.0,2023
Rebirth Of The Earth Immortal Venerable,Manhua,207.0,2023
Your Reason for Living,Manhwa,9.0,2023
"The Strong, the Few, True Cultivators on Campus",Manhua,58.0,2023
My Cactus Boyfriend,Manhua,58.0,2023
Kidnapped by the Earth,Manhua,28.5,2023
Monster House (Colored),Manhua,42.0,2023
Hiyo &amp; Vivid!,Manga,8.0,2023
Rim Ding Dong,Manhwa,145.0,2023
Land of the Crimson Moon,Manhwa,54.0,2023
Gamaran: Shura,Manga,77.0,2023
Mr.Psychic,Manhwa,30.0,2023
Street Workout,Manhwa,25.0,2023
The Secret Tales of a 30-Year-Old Gay Bachelor,Manhua,120.0,2023
BL Game no Shujinkou no Otouto de Aru Koto ni Ki ga Tsukimashita,Manga,15.0,2023
Stitch by Stitch,Manhwa,48.0,2023
The protagonist who will be broken little by little. (Colored),Manga,12.0,2023
The Bartz: War of the Liberation of Bartz,Manhwa,1.0,2023
The Eccentric Duchess,Manhwa,52.0,2023
"Beyond Border, in Love We Are.",Manga,13.0,2023
Rebirth・Redead,Manga,1.0,2023
After School Ghost Stories,One_shot,0.0,2023
Fragrant Office Life,Manhwa,41.0,2023
Hand Friend,Manga,15.0,2023
Nanairo Change,Manga,8.0,2023
Destiny Lovers,Manga,119.0,2023
Hino-san no Baka,Manga,134.5,2023
Usagi-kun no Shitsukekata.,Manga,2.0,2023
Zhigao Mijing,Manhua,21.5,2023
This Song Is Only for You,Manhua,120.0,2023
Kiss Me Awake,One_shot,0.0,2023
TRPG Player ga Isekai de Saikyou Build wo Mezasu,Manga,7.0,2023
Have a Great Sunday,Manga,75.0,2023
"My Friend, Mr. Death Row",Manhwa,45.0,2023
Our Little Empress,Manhwa,98.0,2023
Dear Boys: Over Time,Manga,12.0,2023
Shii-chan,Manga,0.0,2023
Legal Cohabitation,Manhua,140.0,2023
Blue Lock,Manga,319.0,2023
Words of a Confession,One_shot,0.0,2023
"Assassin""s Creed Dynasty",Manhua,4.0,2023
Shoujo Manga Protagonist x Rival-San (Serialization),Manga,47.0,2023
Funsou deshitara Hatta made,Manga,94.5,2023
Jinmen,Manga,98.5,2023
The Rebirth Of The Violent Dragon King,Manhua,20.0,2023
Succubus vs Lesbian,Manga,2.0,2023
What if you asked for a million times return on your Valentines gift?,One_shot,0.0,2023
Au Tabi ni Hikuku natte Iku Onnanoko,One_shot,0.0,2023
Lip Line wa Kiss de Midashite,Manga,6.2,2023
Saori stuff,One_shot,6.0,2023
"She""s Hopeless",Manhwa,103.0,2023
Hiru to Yoru no Oishii Jikan,Manga,13.5,2023
The Love Doctor,Manhwa,86.5,2023
The Secret of Umbra (Colored),Manga,52.0,2023
The Brave and the Demon King,Manga,11.0,2023
Who Invited You?,Manhwa,67.3,2023
The Unrivaled Mememori-kun,Manga,13.8,2023
First Love Cafe,Manhua,100.0,2023
Yichang Shoucang Jia,Manhua,18.1,2023
"Little Assistant""s Observation Diary",Manhua,61.0,2023
Mother Parasite,Manga,35.0,2023
"Failed to Log Out, but Succeeded in Marriage (Promo)",One_shot,0.0,2023
PTCO:Report FILE-1,One_shot,0.0,2023
Resurrection of Reiki – Awakening of the God-Slaying Eye,Manhua,10.0,2023
Romance With His Four Personalities,Manhua,55.0,2023
Angel Buddy,Manhwa,82.0,2023
The Shaman Master,Manhua,31.0,2023
Live Again and Be the Vampire Chairman’s Sweetie,Manhua,52.0,2023
Jianghu: Missions Online,Manhua,30.0,2023
The Great Surgeon,Manhwa,6.0,2023
Because I Love You (TANSAE),Manhwa,48.0,2023
Once Upon a Small Town,Manhwa,57.0,2023
Bittersweet Con Panna,Manhwa,33.0,2023
"Thursday""s Blue Moon",Manhwa,1.0,2023
Kanojo no Koi ga Kanaeba ii no ni,Manga,5.0,2023
Makoto no Momoka,One_shot,0.0,2023
Name,Manhwa,2.0,2023
This Irreplaceable Hell,Manga,5.0,2023
Uma Musume Pretty Derby - The Scenery of a Roommate,Doujinshi,7.0,2023
"Hang in There, Bro!",Manhua,65.0,2023
"It""s My Child!",Manhwa,55.0,2023
Group Chat of the Dead,Manga,13.0,2023
Pelayan Satu Semester,Manhwa,31.0,2023
You Loved Me,Manhua,51.0,2023
Zero Touch,Manhua,52.0,2023
"Nagahama to Be, or Not to Be",Manga,3.0,2023
"Hardcore Santa and the Spirit""s Wail",Manga,0.0,2023
The First Greatest Eternal God (Colored),Manhua,190.0,2023
Days With Troublemaker,Manhua,201.0,2023
Never Die Extra,Manhwa,47.0,2023
Into the Bones of Warm Marriage,Manhua,443.0,2023
Colorful Gray,Manga,13.0,2023
"Seikatsu Majutsushi-tachi, Dungeon ni Idomu",Manga,13.0,2023
Douyara Boku no Hanayome wa Onna Kishidan na you de,Manga,14.0,2023
World Dominator,Manhua,4.0,2023
Deep Space Hijack,One_shot,0.0,2023
Talentless Nana,Manga,85.0,2023
Conspiracy of a Reptile Girl,Manga,0.0,2023
Cat in a Cardboard Box,Manhwa,60.5,2023
Boku wa Kimitachi wo Shihai suru,Manga,49.5,2023
"A Comic Artist""s Survival Guide (Colored)",Manhua,24.0,2023
The Romantic Anecdotes of Mount Shu,Manhua,38.0,2023
"I""ll Change the Fate of Being Executed",Manhwa,2.0,2023
Psychic Contract,Manhua,100.0,2023
My End of the World Legion of Women,Manhua,76.0,2023
Becoming a God by Myself,Manhua,38.0,2023
Shameless Mage,Manhua,63.0,2023
Two Steps Away,Manhwa,50.0,2023
Fighting Monster,Manhwa,48.0,2023
Railway/Gateway,One_shot,0.0,2023
Musuko ga Kawaikute Shikataganai Mazoku no Hahaoya,Manga,202.6,2023
The Great Monster War,Manhwa,3.0,2023
One Hundred Storey Tower,Manga,15.5,2023
"Touch My Little Brother and You""re Dead",Manhwa,74.0,2023
I Want to Hug a Girl Like This! Short Stories,Manga,44.0,2023
"Lover""s Vain",Manhwa,76.0,2023
Kami no Techigai de Shindara Zumi de Isekai ni Hourikomare Mashita,Manga,39.5,2023
Seirou Opera,Manga,48.3,2023
Past Life Regressor,Manhwa,46.0,2023
Gangnam Knight,Manhwa,30.0,2023
Neko-chan to Fuwafuwa Burashi,Manga,4.0,2023
"Senketsu Oujo, Minna Korosu",Manga,10.0,2023
"I Became a Slave in Another World (pien) and to make matters worse, My Master is a Black-Hearted Elf Queen!",Manga,2.0,2023
Tapris Sugar Step,Manga,13.0,2023
Prison’s Deadly Maze ~The Invincible Assassin’s Conquest of Diablo’s Forest~,Manga,5.0,2023
Shinigami no Hanayome: Yomei 7-nichi kara no Koufuku,Manga,5.0,2023
7 Nichikan de Shinu Joshikousei to Shinigami no Hanashi,Manga,5.0,2023
The Third Prince Is Oh So Bright!,Manga,15.0,2023
School Zone,Manga,0.0,2023
The Exorcism Expert,Manga,24.0,2023
The Cool Succubus Teacher Leaking Out Her Lust,Manga,0.0,2023
Feiyue Qingkong (Colored),Manhua,33.0,2023
Chase Fortune,Manhwa,19.0,2023
The Secret Life of Empress Isana,Manhwa,100.0,2023
Death to Lady White Ferret!,Manhwa,52.0,2023
A Thousand Miles Across the River: Qin Chuan and Zhixia,Manhua,47.0,2023
For Better or For Worse,Manhwa,115.0,2023
My Husband Ascended as the Chosen One,Manhwa,35.0,2023
"The Admiral""s Monstrous Wife",Manhwa,73.0,2023
Tokyo Interstellar Immigration,Manga,27.0,2023
Gahi-chan!,Manga,16.0,2023
Bokusatsu Pinku ~Sei Hanzai-sha Shokei Hito~,Manga,67.5,2023
